ID, NumberOfTotalCharactersMean, NumberOfTotalCharactersStd, NumberOfUppercaseCharactersMean,NumberOfUppercaseCharactersStd, NumberOfLowercaseCharactersMean,NumberOfLowercaseCharactersStd, NumberOfSpecialCharactersMean, NumberOfSpecialCharactersStd, NumberOfNumbersMean, NumberOfNumbersStd, NumberOfBlanksMean, NumberOfBlanksStd, NumberOfWordsMean, NumberOfWordsStd, LengthOfWordsMean,LengthOfWordsStd, NumberOfPropositionsMean, NumberOfPropositionsStd, PropositionsLengthMean, PropositionsLengthStd, NumberOfPunctuationCharactersMean, NumberOfPunctuationCharactersStd, NumberOfLowercaseWordsMean, NumberOfLowercaseWordsStd, NumberOfUppercaseWordsMean,NumberOfUppercaseWordsStd, NumberOfBigramsMean, NumberOfBigramsStd, NumberOfTrigramsMean, NumberOfTrigramsStd,HapaxTokenRatioMean, HapaxTokenRatioStd, VocabularyRichnessMean, VocabularyRichnessStd, FleschKincaidGradeLevelMean, FleschKincaidGradeLevelStd, FleschReadingEaseMean,FleschReadingEaseStd, DaleChallReadabilityMean, DaleChallReadabilityStd, AutomatedReadabilityIndexMean, AutomatedReadabilityIndexStd, ColemanLiauIndexMean, ColemanLiauIndexStd, GunningFogMean, GunningFogStd,SMOG(SimpleMeasureOfGobbledygook)Mean,SMOG(SimpleMeasureOfGobbledygook)Std,LinsearWriteMean,LinsearWriteStd,Author,Class
603047832,78.14583333,5.369627483,4.979166667,0.381312609,59.20833333,5.259746244,4.041666667,0.199826313,0.0625,0.428478413,9.854166667,0.64516094,10.85416667,0.64516094,8.987083333,0.760219152,2.020833333,0.142826138,5.385416667,0.371365489,3.020833333,0.142826138,7.3125,0.938887862,0.979166667,0.142826138,13.875,0.59947894,12.875,0.59947894,0.95125,0.067934558,1,0,10.84791667,3.249935229,36.43854167,23.19714269,10.63479167,1.204858203,13.63333333,2.344882134,15.83208333,2.825020618,15.39604167,2.896831415,0,0,7.385416667,1.016732836,AI,1
634907775,96.97777778,31.95864612,2.266666667,1.691810339,76.71111111,26.91023946,4.333333333,1.632993162,0,0,13.66666667,4.830458915,14.66666667,4.830458915,7.427111111,1.230177263,1.955555556,0.758816492,9.670444444,6.905171639,1.711111111,1.3270221,12.66666667,4.779586221,0.044444444,0.294811092,17.26666667,5.118159391,16.26666667,5.118159391,0.769555556,0.105745093,0.954444444,0.079177874,9.5,5.101938629,47.07266667,31.12442331,11.14466667,2.233680172,13.24222222,6.096938718,14.404,6.504017698,12.01488889,5.933179632,0.653333333,2.224969413,7.707111111,5.033345087,AI,1
636764655,79.6,7.166589147,4.52,0.64,62.04,6.12196047,3.48,0.49959984,0,0,9.56,1.267438361,10.56,1.267438361,8.33,1.014928569,2.04,0.195959179,5.2,0.663324958,2.48,0.49959984,7.6,1.326649916,0.48,0.49959984,13.04,1.636581804,12.04,1.636581804,0.9952,0.023515102,1,0,11.812,2.071003621,28.856,14.63480782,12.698,1.338177866,15.224,3.013075505,18.1408,3.855545533,16.3544,2.680980537,0,0,7.68,1.74859944,AI,1
912328232,77.72,8.986745796,4.52,0.64,61.04,7.613041442,3.48,0.49959984,0,0,8.68,1.348183964,9.68,1.348183964,9.3544,1.276780576,2.04,0.195959179,4.7668,0.697405019,2.48,0.49959984,6.72,1.400571312,0.48,0.49959984,12.16,1.759090674,11.16,1.759090674,0.9948,0.025474693,1,0,13.644,2.529518531,14.1588,16.80738012,11.8628,1.622759428,17.192,3.493756717,20.5936,4.361185967,16.8548,3.226230147,0,0,7.19,1.968857537,AI,1
1132139449,75.52,9.011636921,4.52,0.64,58.96,7.856105906,3.52,0.574108004,0,0,8.52,1.268700122,9.52,1.268700122,9.1572,1.347790844,2.04,0.195959179,4.68,0.597996656,2.52,0.574108004,6.56,1.35882302,0.48,0.49959984,12.04,1.611955334,11.04,1.611955334,0.984,0.056071383,1,0,12.388,3.06076069,22.8012,20.89862049,11.9264,1.962889462,16.636,4.312575101,19.9344,5.227542505,17.166,4.244302534,0,0,7.08,1.911439248,AI,1
1141299306,68.72,9.522688696,4.52,0.64,52.24,8.208678335,3.52,0.574108004,0,0,8.44,1.298614646,9.44,1.298614646,8.03,1.230664861,2.04,0.195959179,4.6468,0.660307322,2.52,0.574108004,6.48,1.36,0.48,0.49959984,11.96,1.636581804,10.96,1.636581804,0.9888,0.038086218,1,0,8.68,3.187600979,49.2588,21.7002019,12.1304,1.701301807,13.424,3.81955809,15.9352,4.664244522,12.8756,4.384161566,0,0,5.95,1.734935157,AI,1
1603988323,79.5625,16.19401413,1.375,0.484122918,63.0625,12.78900284,4.9375,1.143937826,0,0,10.1875,2.855230945,11.1875,2.855230945,7.718125,1.136090989,2.375,0.484122918,4.760625,1.112988481,1.9375,0.966226552,9,2.669269563,0,0,13.75,3.400367627,12.75,3.400367627,0.7575,0.116806464,0.928125,0.095996012,10.8625,4.086850101,28.89125,29.86471787,12.245,2.568031834,15.10625,6.895965193,17.318125,7.110667355,15.145,2.781155335,0,0,4.984375,1.572390572,AI,1
1604160445,97.48717949,20.5087496,4.846153846,1.349994521,74.1025641,16.00287614,4.948717949,1.839017546,0,0,13.58974359,4.41278997,14.58974359,4.41278997,8.406153846,1.365660572,2.307692308,0.461538462,6.295128205,1.292536508,2.948717949,1.839017546,10.66666667,3.989301933,0.076923077,0.349696967,18.07692308,5.417846177,17.07692308,5.417846177,0.762820513,0.099484536,0.966153846,0.073541036,7.735897436,3.551488469,56.31641026,24.3351441,9.326410256,1.835271918,11.92051282,4.523736797,14.13487179,5.515681083,8.600769231,3.418345967,0.079487179,0.489991882,5.155897436,1.572223182,AI,1
71762592,77.88888889,38.44894001,9.444444444,10.31030888,50.86111111,32.43296743,7.222222222,3.598696609,1.416666667,1.210486587,8.944444444,6.359352013,9.75,6.139014579,6.4075,3.40702002,1.333333333,0.577350269,7.620555556,4.900834931,2.888888889,2.14447323,6.722222222,5.550831325,1.027777778,2.101403117,13,8.175165646,12,8.175165646,0.894166667,0.118330399,0.995833333,0.017219982,14.16388889,10.24066385,7.544722222,78.56743736,27.63361111,18.83630466,30.23611111,25.36915398,25.67111111,15.3125852,14.37222222,11.9041795,0.244444444,1.446152836,5.002222222,3.395160863,Human,0
71978714,105.7272727,23.52210144,2.727272727,2.561636873,81.18181818,18.03944255,4.636363636,1.720080721,1.181818182,0.833195581,16,4.410730717,16.90909091,4.48136638,7.014545455,0.924419854,2.181818182,0.833195581,8.704545455,3.736822577,3.090909091,1.2398347,15,4.709757763,0.454545455,0.655554777,20.45454545,5.263314482,19.45454545,5.263314482,0.768181818,0.088401787,0.946363636,0.059432579,5.863636364,2.389854589,69.68181818,15.48283614,9.649090909,2.016425526,8.9,3.947150871,10.66363636,4.093265584,7.877272727,2.630714009,1.254545455,2.688819828,4.662727273,1.874276059,Human,0
72060994,96.52631579,36.90438345,4.263157895,2.336035897,72.15789474,28.11492048,4.631578947,2.659848162,0.736842105,0.908561921,14.73684211,6.405935613,15.68421053,6.374725023,7.174210526,2.398414643,1.947368421,0.759063426,8.526315789,3.917938785,2.789473684,1.962247567,13.31578947,5.767902397,0.210526316,0.521026049,18.89473684,8.019021707,17.89473684,8.019021707,0.872105263,0.100135642,0.978421053,0.04545248,6.547368421,3.912243726,65.56263158,27.7310745,10.56842105,2.833605223,9.252631579,5.143556871,10.40894737,4.811573651,9.257368421,3.997064505,0.836842105,2.029054881,5.183684211,2.664983876,Human,0
72196532,86.73333333,25.44396894,4.266666667,2.568181371,64.73333333,19.08390829,4.466666667,1.627540749,1.266666667,1.806162291,12,4.516635916,13,4.516635916,7.170666667,1.441334875,2.2,0.979795897,7.316,4.746587265,2.8,1.326649916,10.73333333,3.714236874,0.2,0.54160256,16.4,4.990657939,15.4,4.990657939,0.842,0.091811401,1,0,7.566666667,3.790455851,56.76933333,25.42764204,11.06266667,2.15329969,11.05333333,3.71247746,12.81933333,4.129433321,9.425333333,3.349956948,0,0,4.883333333,2.325343463,Human,0
72251507,82.11111111,30.79722611,5,2.748737084,59.55555556,23.46681397,4.259259259,2.187381194,1.111111111,1.617802198,12.18518519,5.395725586,13.11111111,5.452375176,6.824814815,1.105345163,1.555555556,0.628539361,9.71,5.77474771,2.296296296,1.535139391,10.51851852,4.724799587,0.62962963,0.727662322,16,6.224206033,15,6.224206033,0.848518519,0.138903209,0.977407407,0.062751278,7.333333333,3.811289273,61.95407407,26.17758997,10.91962963,2.5073957,10.27777778,4.673909723,10.83962963,4.724935807,10.21592593,4.037347185,0,0,6.296296296,4.127054504,Human,0
72266911,99.56521739,30.3326859,5.434782609,4.115993059,72.73913043,21.47033827,6.043478261,3.917388892,0.652173913,1.047095181,14.69565217,5.789306353,15.65217391,5.760500398,6.545217391,1.181126469,1.913043478,0.974145935,9.644782609,4.691155294,2.913043478,1.909086817,12.65217391,4.732943708,0.47826087,0.82723033,20,7.424987191,19,7.424987191,0.84173913,0.138490376,0.975217391,0.059772726,6.182608696,3.277678417,68.39347826,21.90012083,11.19478261,3.019147403,10.19565217,4.638729048,11.30391304,5.367414355,7.806521739,3.403813218,0.991304348,2.561574421,5.08173913,2.675051649,Human,0
72314098,52.65217391,26.43056316,1.565217391,0.824941998,38.47826087,20.64370536,2.695652174,2.509716468,0.043478261,0.20393112,9.869565217,5.186138279,10.73913043,5.252058738,5.851304348,2.170089768,1.304347826,0.620993776,9.391304348,4.641393442,2.086956522,1.639539794,8.826086957,5.313249836,0.52173913,0.499527187,11.04347826,6.490650539,10.04347826,6.490650539,0.917826087,0.150736064,0.963478261,0.128489847,3.426086957,2.600370775,87.28130435,18.44161299,7.714347826,2.322824042,4.852173913,6.897565391,4.895652174,6.656009267,5.169130435,3.206928522,0,0,4.586956522,2.611230652,Human,0
72704399,86.6119403,34.42749475,9.455223881,5.80609005,57.08208955,23.09036386,7.201492537,4.286006127,1.514925373,1.509843694,11.35820896,5.102535198,12.24626866,5.123018827,6.188358209,1.492302735,1.223880597,0.568341277,10.96067164,5.054338051,3.574626866,2.273720292,7.5,4.696378408,0.686567164,0.805002183,14.98507463,6.880629391,13.98507463,6.880629391,0.900522388,0.123072101,0.984402985,0.035941727,7.791791045,5.048822066,55.98604478,36.98174612,16.3338806,7.465181358,15.10223881,9.945789377,15.24283582,8.706349511,9.13738806,5.31446055,0.310447761,1.666449826,5.553507463,3.112409984,Human,0
73237856,105.8888889,43.40620653,17.55555556,18.35520581,60.66666667,26.98147513,12.66666667,9.556847458,1.555555556,1.832491389,13.44444444,5.438772556,13.33333333,5.395471352,6.183333333,1.186385735,2.888888889,2.685121327,8.265555556,6.107787581,6.222222222,4.871180048,9.333333333,5.96284794,2.222222222,3.424674446,21.55555556,10.66782401,20.55555556,10.66782401,0.723333333,0.257466287,0.89,0.163095064,6.7,4.666190452,58.94333333,35.56524521,13.63444444,3.629190639,13.25555556,6.490524908,13.41444444,5.370669545,10.04444444,7.110054088,1.777777778,3.34723029,3.587777778,1.214676709,Human,0
73689335,75.29090909,43.1518135,4.2,6.197946874,42.22727273,32.31398771,14.05454545,21.38429176,1.054545455,1.720657188,13.75454545,9.346060292,14.28181818,9.334327476,5.779545455,1.902413962,7.418181818,13.06444294,6.659,5.440100927,11.71818182,20.58071994,8.590909091,7.773258887,0.836363636,1.232346415,22.84545455,20.6605405,21.85454545,20.65070387,0.717363636,0.323766687,0.955909091,0.145203903,4.427272727,5.31871326,77.50672727,37.0286237,12.66427273,6.66660585,24.24090909,44.46879661,6.756545455,7.586665627,6.871818182,6.342337851,0.446363636,1.635774894,5.665181818,4.774307133,Human,0
74602378,48.40384615,37.11948463,3.788461538,4.115339683,32.65384615,25.85676865,4.538461538,3.231227074,1.019230769,2.061463116,6.403846154,6.382848458,7.115384615,6.209960505,7.337692308,3.040792923,1.557692308,0.948956138,4.785576923,4.154658374,2.211538462,2.133402289,4.846153846,4.900489047,0.442307692,0.74455618,9.615384615,8.421935293,8.615384615,8.421935293,0.871346154,0.159542963,0.945,0.194189638,4.825,4.366166907,70.0575,31.76936532,13.06480769,4.993150112,15.74807692,10.54934359,12.1275,8.895184928,6.858846154,7.810212164,0.251923077,1.259958849,2.325961538,2.858447171,Human,0
74687897,77.83809524,38.98158877,5.904761905,5.54380617,53.88571429,27.6330769,6.295238095,4.488978693,1.19047619,1.729823763,10.56190476,6.247168973,11.37142857,6.296268196,6.451904762,2.039718979,1.428571429,0.688091119,8.504,4.808854056,3.323809524,2.546688749,8.723809524,5.507562313,0.619047619,0.809243649,14.8,8.313385649,13.8,8.313385649,0.857714286,0.15106137,0.972666667,0.108717779,7.193333333,5.624779643,57.68,41.96554603,14.13819048,9.37443624,14.12380952,13.26100997,13.59847619,11.22110051,7.963809524,6.117548899,0.883809524,2.457607191,4.200190476,2.90461209,Human,0
74707817,84.08333333,33.6797623,5.361111111,4.799610967,59.51388889,24.48468515,6.263888889,3.975595887,0.375,0.978057883,12.56944444,6.011161814,13.54166667,6.022959544,6.903333333,1.624218616,1.944444444,1.025899184,8.570416667,5.446706558,4.583333333,2.476276326,10.77777778,5.590722032,0.861111111,0.976182411,16.95833333,7.140334376,15.95833333,7.140334376,0.836388889,0.12742433,0.987083333,0.041681247,5.634722222,4.057679952,70.8275,28.49361131,10.68347222,5.207740809,10.45555556,9.642151225,10.37375,8.982801536,7.443472222,4.2433815,0.556944444,2.070146693,4.642361111,2.667301744,Human,0
74785094,89.475,33.17528259,5.65,4.803904662,62.9,24.81310138,7.125,3.536859483,0.8,1.288409873,13,6.078651166,13.75,6.118619125,7.07775,2.293606862,1.8,0.953939201,9.174,5.275170045,4.75,2.556853535,10.8,6.213694553,0.75,1.042832681,17.5,7.032069397,16.5,7.032069397,0.84025,0.163790835,0.9835,0.089737116,5.695,4.72016684,71.139,31.74850593,11.395,6.197970232,11.9125,9.301994074,11.8825,10.05871059,7.38975,4.975656986,0.51,1.662949187,5.09175,3.261441313,Human,0
75506408,70,29.94661917,7.2,3.249615362,44.2,23.45548976,7.4,3.826225294,0.6,0.489897949,10.6,3.878143886,11.2,4.354308211,5.344,0.813181407,2,1.264911064,8.566,5.793049629,5.6,3.261901286,8.2,4.4,1,1.264911064,15.2,6.013318551,14.2,6.013318551,0.83,0.208230641,1,0,5.66,2.555464733,65.386,16.21145348,11.2,1.970705457,6.9,3.477355317,5.966,4.395891718,6.534,2.835944992,0,0,2.8,1.155422001,Human,0
75528474,85.3,34.86158344,5.56,4.405269572,56.98,28.69807659,9.96,16.82731113,0.7,1.220655562,12.1,5.485435261,12.88,5.457618528,6.4348,1.758458689,3.44,6.756211956,7.7126,3.978512692,7.46,16.83711377,9.6,5.678027827,0.74,0.82,19.14,15.78734937,18.14,15.78734937,0.7918,0.232324687,0.9792,0.075969468,5.628,5.389361372,69.6902,35.53755768,13.238,5.905439526,17.508,30.78066172,11.85,8.757742632,7.7118,4.964774593,0.636,2.179152129,5.0182,2.846001188,Human,0
75941893,101.4222222,32.63569204,6.155555556,4.943932558,62.86666667,28.97937964,16.84444444,25.45405932,1.622222222,2.302548239,13.93333333,7.307226256,14.73333333,7.325450308,7.432666667,2.12575989,5.8,10.76950427,7.902888889,5.999928749,12.4,25.40113733,9.422222222,6.80355753,0.622222222,0.739035073,25.62222222,23.49684507,24.62222222,23.49684507,0.743777778,0.279406426,0.98,0.071149295,9.426666667,6.474785282,42.09644444,49.87951863,16.95111111,8.805108422,35.45111111,57.79805695,18.51688889,13.21616818,11.18266667,7.591844572,0.786666667,2.524246862,5.879555556,3.854632397,Human,0
76128745,99.18918919,39.49124969,8.081081081,4.540379663,68.81081081,29.17592291,7.405405405,4.056755856,1.243243243,1.821870221,13.64864865,6.278303335,14.16216216,6.474538546,6.395405405,1.827622284,1.72972973,0.793509095,9.384864865,5.358319433,3.864864865,2.451278345,10.05405405,6.298631108,0.648648649,0.845215988,18,7.87057469,17,7.87057469,0.843513514,0.116484919,0.974054054,0.046525753,7.656756757,3.742779755,58.1027027,25.13241233,13.71945946,4.653894589,14.30540541,7.250161077,14.3827027,6.989519432,8.181081081,4.585765157,0.494594595,2.092708829,5.837837838,3.781765736,Human,0
76197665,83.31707317,38.73388825,4.146341463,4.30859026,62.04878049,28.04608683,3.682926829,4.447191629,0.56097561,1.083102601,12.87804878,6.977997204,13.6097561,6.846320175,6.801463415,1.472829633,1.365853659,0.689860274,10.63219512,5.26827806,1.731707317,3.084377553,11.36585366,5.954117647,0.414634146,0.825673701,15.31707317,8.721822992,14.31707317,8.721822992,0.896829268,0.121543709,0.993414634,0.023747632,6.275609756,3.140046643,70.01853659,20.28781054,11.14780488,2.977133596,9.626829268,4.232973031,10.75902439,4.843503471,8.030243902,4.231561142,0.156097561,0.98724766,5.804878049,3.562812757,Human,0
77441233,61.67692308,33.38129725,4.423076923,4.271309265,43.86153846,24.27241354,4.015384615,2.887598458,0.307692308,0.677622017,9.069230769,5.691002969,9.776923077,5.638146701,6.010692308,1.246571414,2.1,1.188729121,5.321769231,3.39733277,2.692307692,2.151372206,6.738461538,4.843002638,0.292307692,0.854365746,12.20769231,7.411733062,11.21538462,7.399568195,0.844384615,0.153412485,0.985153846,0.037850609,6.02,5.032928495,64.12361538,36.18269469,14.71584615,5.596588767,9.076923077,7.006288807,8.744692308,6.980491187,8.250769231,6.715742082,0.869230769,2.43395361,3.375538462,2.442360479,Human,0
77558505,117.025,31.78324047,9.625,7.323549344,80.3,24.05847044,9.375,5.218656436,1.75,2.106537443,15.975,5.88424804,16.55,5.783381364,6.697,2.263712879,1.525,0.631961233,12.35825,6.154374415,4.4,2.23383079,11.775,5.828754155,1.5,1.760681686,22.65,6.919356907,21.65,6.919356907,0.76325,0.137575207,0.96875,0.055370908,9.2925,6.212543259,51.69225,45.44598538,14.204,6.403075745,17.26,12.51420793,16.765,13.17545217,10.817,5.261409127,0.445,1.947941221,8.02925,4.592574652,Human,0
77954126,58,41.03923949,6.219178082,7.637769479,36.93150685,28.53276356,5.726027397,5.271427958,1.383561644,1.990595264,7.739726027,6.326780214,8.424657534,6.23274123,5.759041096,1.746977166,1.438356164,0.701979615,6.613013699,5.115956956,3.150684932,2.32126107,5.739726027,5.236927357,0.904109589,1.415804951,11.15068493,8.3316055,10.15068493,8.3316055,0.865068493,0.166413607,0.970958904,0.072398524,5.164383562,6.182107852,69.09917808,44.05969804,15.76876712,8.324034675,12.24246575,13.27356955,10.67054795,12.15200371,5.648630137,5.412279371,0.426027397,1.634392971,3.084383562,2.857112723,Human,0
78271006,65,33.55698778,6.232142857,5.925101179,43.35714286,23.27508522,6.339285714,3.078014119,1.142857143,1.315139474,7.928571429,6.444424896,8.642857143,6.266203486,8.240535714,3.32294911,1.607142857,0.838335328,5.753035714,4.447358734,3.339285714,2.473262635,6.392857143,4.95579953,0.571428571,1.237179148,12.08928571,7.602341711,11.08928571,7.602341711,0.840535714,0.177577143,0.983035714,0.057412033,11.03214286,10.97430615,27.83089286,82.83168994,20.95678571,15.42595564,27.29642857,24.72216302,24.33107143,21.66762914,13.49517857,12.61475327,0.25,1.169248843,3.553392857,2.575769841,Human,0
78740551,88.07894737,35.59892191,6.052631579,5.088414955,60.13157895,26.31206553,6.210526316,2.535618836,0.578947368,0.990257249,15.10526316,10.68148786,14.44736842,6.471383845,6.234473684,1.242126143,2.236842105,1.011362045,8.192368421,5.614556473,4.210526316,1.948790377,10.71052632,6.069370447,0.947368421,1.122669948,18.36842105,6.956333928,17.36842105,6.956333928,0.733684211,0.144885092,0.986578947,0.040735108,5.784210526,4.82981564,70.62342105,33.42558327,10.45631579,4.727898399,9.715789474,8.251013536,9.463421053,8.090923855,7.391052632,4.170784849,1.063157895,2.662747004,5.073421053,3.573426246,Human,0
78967328,84.72380952,42.09275364,5.314285714,3.519508314,60.40952381,33.33800784,5.6,3.02245564,0.761904762,1.58879295,12.63809524,7.537997473,13.48571429,7.499986395,6.23447619,1.666576749,1.647619048,0.883509801,9.742571429,6.529508992,3.39047619,2.021292552,11.08571429,6.996753377,1.019047619,1.050903941,16.75238095,8.500734929,15.75238095,8.500734929,0.848190476,0.135244265,0.978,0.073541695,6.99047619,4.618586133,64.08952381,32.44705819,13.08209524,8.399516391,12.98095238,13.84780605,11.28057143,9.010429177,8.671333333,5.403558628,0.422857143,1.900990075,5.96352381,4.469290341,Human,0
78989741,95.06666667,37.00984854,4.85,3.867923646,69.66666667,27.20396213,5.216666667,2.910278719,0.333333333,0.829993307,15,7.277820186,15.8,7.077664398,6.547,1.632347287,1.35,0.62782694,12.775,6.641774738,3.083333333,2.010735078,13.25,6.425534997,0.883333333,1.034273766,18.68333333,8.100394366,17.68333333,8.100394366,0.865666667,0.116008141,0.983666667,0.049597267,6.851666667,3.26396955,70.5575,19.0383594,10.84233333,3.038780658,10.99833333,4.251999203,10.42116667,4.716639019,8.799,3.99045223,0.213333333,1.148835159,7.4445,4.306785509,Human,0
79057935,51,34.08393002,2.387755102,3.596008709,38.20408163,26.29811787,2.367346939,3.179615415,0.285714286,0.728431359,7.755102041,6.759817086,8.693877551,6.755811049,5.669591837,1.937478857,1.183673469,0.481217393,7.819591837,6.41518128,1.428571429,2.166535841,7.979591837,6.572949501,0.244897959,0.51629023,9.306122449,7.434624132,8.326530612,7.410383656,0.941428571,0.127086665,0.992857143,0.029554516,6.387755102,9.346583631,63.51244898,68.52252782,12.96795918,10.64787494,10.94285714,16.84641305,9.835918367,14.04854701,7.011836735,7.75197899,0.159183673,1.102856841,3.79755102,3.682094308,Human,0
79168933,81.04878049,34.73098793,6.975609756,6.523831752,55.85365854,29.09158036,5.975609756,3.040280835,0.609756098,0.984713621,11.63414634,7.347659649,12.58536585,7.348388274,6.624878049,1.607913543,1.365853659,0.615098547,10.26829268,6.752684706,3.414634146,1.975158033,10.26829268,7.043503806,1.146341463,0.898806135,15.7804878,8.086460214,14.7804878,8.086460214,0.827560976,0.163897358,0.973902439,0.078983729,8.529268293,4.818371545,54.0302439,39.09608816,16.12512195,10.49257487,16.9804878,13.13331678,15.61804878,11.49562488,9.172195122,6.033878546,0.312195122,1.559423771,6.203170732,4.118981901,Human,0
79328703,75.01869159,41.63346545,6.271028037,10.19214476,51.10280374,30.79505197,6.028037383,3.070687292,0.607476636,1.100186979,11.00934579,7.403579997,11.89719626,7.380112933,6.172616822,1.859755454,1.457943925,0.727052349,9.802897196,6.671419724,3.691588785,2.581064096,9.869158879,7.144809386,0.747663551,2.37625897,14.5046729,8.689206788,13.5046729,8.689206788,0.849719626,0.185020625,0.973831776,0.111963319,6.136448598,5.945270523,65.35261682,43.7158612,12.60663551,7.287395205,11.78598131,10.91365815,10.09654206,9.704388843,8.652429907,7.610732442,0.311214953,1.467168874,4.108971963,3.077263906,Human,0
79894962,83.5,32.69327148,8.38,4.902611549,56.18,22.16906854,7.04,3.322408765,0.38,0.771751255,11.52,5.123436347,12.5,5.119570294,6.2396,1.811725101,1.2,0.447213595,11.3934,5.321674026,4.42,2.209886875,9.88,3.952922969,0.28,0.633719181,14.96,5.963086449,13.96,5.963086449,0.9114,0.132302834,0.9986,0.0098,6.588,6.474708951,60.1808,47.82444362,14.1036,9.01543693,12.01,12.44572617,12.027,9.232844253,8.8114,7.04458317,0,0,3.52,1.221515452,Human,0
80119212,95.4765625,34.26960316,8.46875,4.777776516,64.96875,23.92989027,7.6953125,4.00694435,1.2890625,2.236600181,13.0546875,5.154349792,13.9140625,5.163010483,6.33015625,1.322469272,1.59375,0.92227216,10.85195313,5.752119047,4.34375,2.063210105,10.171875,4.551973087,0.5546875,0.748003528,17.4453125,6.54767205,16.4453125,6.54767205,0.869140625,0.140290031,0.97625,0.095924775,6.8703125,3.690917048,61.78257813,24.62733016,12.99164063,4.762469288,11.74140625,7.293774393,12.18257813,7.389308603,8.6253125,4.23117484,0.3203125,1.616340358,5.01234375,3.155971147,Human,0
80477690,109.8139535,38.06802712,9.930232558,4.853171338,74.23255814,27.53926348,8.023255814,4.867970171,1.627906977,1.929251642,16,6.799452782,16.76744186,6.747392983,6.498139535,1.255531493,1.744186047,0.86516629,11.46883721,6.685474435,3.651162791,2.089661383,11.72093023,6.199495784,1.186046512,0.946371626,21.46511628,8.102106637,20.46511628,8.102106637,0.801395349,0.123581842,0.974186047,0.041553135,7.279069767,3.570718001,65.59837209,20.63437332,13.23186047,4.177560908,13,5.647061389,12.09418605,5.932680963,8.834883721,4.011087176,0.776744186,2.264574215,7.26744186,4.45996407,Human,0
80546103,80.23076923,37.41551957,4.41025641,3.513475514,57.38461538,26.87064492,5.538461538,3.908217207,0.564102564,0.871040398,12.33333333,6.657686259,13.12820513,6.614589497,6.486410256,1.28127438,1.769230769,0.732454198,8.063846154,4.353117136,3.435897436,2.181447083,10.76923077,6.434926886,0.564102564,0.63224759,15.97435897,8.119262249,14.97435897,8.119262249,0.916410256,0.096329754,0.989230769,0.040152569,5.105128205,2.746368112,74.34333333,17.36124114,10.72897436,3.734204199,8.984615385,4.86286496,9.36025641,4.87333587,6.818205128,3.026718517,1.105128205,2.692720359,4.555128205,2.73440086,Human,0
80976396,78.04444444,37.97247866,5.2,3.907826904,55.55555556,26.7154184,5.488888889,3.630869025,0.888888889,1.385996989,10.91111111,6.214042242,11.77777778,6.253492851,6.703555556,1.695876248,1.533333333,0.653197265,8.414888889,5.121242741,2.577777778,1.937798165,9.244444444,5.76254402,0.511111111,0.687094437,14.71111111,7.858815919,13.71111111,7.858815919,0.859777778,0.137444759,0.985111111,0.039923383,6.442222222,4.431929045,64.09711111,31.65228864,12.24622222,6.234097739,12.46,9.976893304,12.94955556,9.256964455,7.628,5.944404502,0.346666667,1.607427206,4.453555556,2.982982218,Human,0
80988429,76.11904762,41.38737004,5.523809524,4.430619086,53.11904762,28.28023235,4.285714286,4.311036304,0.952380952,1.557659737,12.23809524,7.360801987,13.0952381,7.357566639,5.640238095,0.920694583,1.619047619,0.722178614,9.115238095,6.037679402,2.571428571,2.610809555,9.952380952,6.465853094,0.80952381,0.981691816,15.38095238,9.474156278,14.38095238,9.474156278,0.903333333,0.119874273,0.98047619,0.045771294,4.476190476,3.48136601,78.75428571,21.90705835,11.79809524,2.950863665,6.447619048,5.558701377,6.95452381,5.859168315,6.542619048,3.523957502,0.654761905,2.130973663,4.267857143,2.83451057,Human,0
81186711,62.27007299,37.43656506,5.562043796,6.009556032,41.79562044,27.15517417,5.489051095,6.555898652,0.824817518,1.392879757,8.598540146,6.453041895,9.218978102,6.251090799,6.141240876,2.178710342,1.510948905,1.329709854,7.325474453,5.21656905,3.102189781,5.53460866,6.678832117,5.561775575,0.729927007,1.385554513,12.18978102,9.054202433,11.18978102,9.054202433,0.830218978,0.187143207,0.978248175,0.065019905,6.513868613,7.30848105,61.23014599,52.8630497,16.09715328,11.03104855,16.0810219,18.79157884,13.02065693,12.58233133,7.894963504,6.862400266,0.313868613,1.538991161,3.75729927,3.02034138,Human,0
81393070,79.175,34.52816785,7.275,6.139981677,52.2,26.8869857,7.35,7.568190008,1.475,1.64297748,10.875,5.975732173,11.425,5.978659967,6.768,1.658793537,2.35,3.118894035,7.74225,5.22973732,4.375,7.013157278,7.725,5.417506345,0.85,0.9367497,16,8.33066624,15,8.33066624,0.792,0.214594967,0.99025,0.029789889,6.8075,4.51045383,61.62175,31.20882887,14.4575,5.596424193,19.6925,22.75320184,14.9415,9.824495292,8.90475,5.24376677,0.16,0.99919968,4.89175,3.261192947,Human,0
